text,model,type,origin
"Período de apuração [DATE] a [DATE]
Pedido de compra ordem 4521
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Quantidade 10 unidades descrição material de escritório",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Boleto de contribuição assistencial
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Sindicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário",BoletoSindicato,GuiaPagamento,synthetic
"Guia de Arrecadação
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Estado do Rio Grande Do Sul
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Ministério da Previdência Social
Código de pagamento 2100
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
INSS Guia da Previdência Social GPS
Vencimento [DATE] valor total [MONEY]",GuiaGPS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado
Demonstrativo de Resultado
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Adiantamento Salarial
Adiantamento
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Declaro ter recebido a importância líquida
Autenticação bancária 00000.00000 11111.111111 22222.222222",Contracheque,Recibo,synthetic
"Adiantamento Salarial
Declaro ter recebido a importância líquida
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",Contracheque,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
DARF código da receita 2089
Autenticação bancária 00000.00000 11111.111111 22222.222222",DARF,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Sistema Público de Escrituração Digital SPED
Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo",SPEDFiscal,Recibo,synthetic
"INSS Guia da Previdência Social GPS
Código de pagamento 2100
Ministério da Previdência Social
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234",GuiaGPS,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Identificação do sujeito passivo [CNPJ]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Código de barras 85640000001234567890123456789012345678901234
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Fundo de Garantia do Tempo de Serviço
Competência da guia FGTS Digital
GFD - Guia do FGTS Digital
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222",FGTSDigital,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de recolhimento municipal
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Demonstração de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Receita Federal do Brasil DAS
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação do Simples Nacional",SimplesNacional,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Período de apuração [DATE] a [DATE]
EFD ICMS IPI número do recibo
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Cedente sindicato código do beneficiário
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Bo1eto de contribuição assistencia1
5indicato dos empregados contribuição confederativa
1dentificação do sujeito passivo [CNPJ]",BoletoSindicato,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Autenticação bancária 00000.00000 11111.111111 22222.222222
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
As partes acima identificadas têm entre si justo e contratado
Contrato de prestação de serviços cláusula primeira
Vencimento [DATE] valor total [MONEY]",Desconhecido,Desconhecido,synthetic
"Vencimento [DATE] valor total [MONEY]
Adiantamento Salarial
Declaro ter recebido a importância líquida
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",Contracheque,Recibo,synthetic
"Ministério da Previdência Social
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
INSS Guia da Previdência Social GPS
Código de pagamento 2100
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234",GuiaGPS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Competência da guia FGT5 Digita1
GFD - Guia do FGT5 Digita1
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Fundo de Garantia do Tempo de 5erviço",FGTSDigital,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Receita Federal do Brasil DAS
Autenticação bancária 00000.00000 11111.111111 22222.222222",SimplesNacional,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
As partes acima identificadas têm entre si justo e contratado
Identificação do sujeito passivo [CNPJ]
Contrato de prestação de serviços cláusula primeira",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Código de pagamento 2100
INSS Guia da Previdência Social GPS
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Código de barras 85640000001234567890123456789012345678901234",DARF,GuiaPagamento,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Período de apuração [DATE] a [DATE]
Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
DARF código da receita 2089
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação de Receitas Federais
Ministério da Fazenda Secretaria da Receita Federal do Brasil",DARF,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Demonstração de Resultado",DREMensal,Relatorio,synthetic
"Competência da guia FGTS Digital
GFD - Guia do FGTS Digital
Fundo de Garantia do Tempo de Serviço
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]",FGTSDigital,GuiaPagamento,synthetic
"Adiantamento
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]
Declaro ter recebido a importância líquida
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Demonstrativo de Resultado
Demonstração de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Demonstrativo de Resultado
Vencimento [DATE] valor total [MONEY]
Demonstração de Resultado
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
As partes acima identificadas têm entre si justo e contratado
Contrato de prestação de serviços c1áusu1a primeira
1dentificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",FGTSDigital,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
GFD - Guia do FGTS Digital
Fundo de Garantia do Tempo de Serviço
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Competência da guia FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"INSS Guia da Previdência Social GPS
Código de pagamento 2100
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Ministério da Previdência Social
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Declaro ter recebido a importância líquida
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Adiantamento",Contracheque,Recibo,synthetic
"Receita Federal do Brasil DAS
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional",SimplesNacional,GuiaPagamento,synthetic
"Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Declaro ter recebido a importância líquida
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Estado do Rio Grande Do Sul
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Código de barras 85640000001234567890123456789012345678901234",GARS,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Contribuição previdenciária CONTRPREV
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
IRRF - Rendimento do trabalho assalariado DCTFWeb
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação de Receitas Federais",DCTFWEB,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Programa Gerador do DAS
Receita Federal do Brasil DAS
Documento de Arrecadação do Simples Nacional
Vencimento [DATE] valor total [MONEY]",SimplesNacional,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação - GA
Estado do Rio Grande Do Sul
Guia de Arrecadação",GARS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Documento de Arrecadação de Receitas Federais
DARF código da receita 2089
Vencimento [DATE] valor total [MONEY]",DARF,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Ata de reunião pauta 1 aprovação das contas
Presentes os sócios na sede da sociedade
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Vencimento [DATE] va1or tota1 [MONEY]",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Declaro ter recebido a importância líquida
Adiantamento Salarial
Vencimento [DATE] valor total [MONEY]
Adiantamento",Contracheque,Recibo,synthetic
"Prefeitura de Porto Alegre
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Guia de recolhimento municipal
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Período de apuração [DATE] a [DATE]
Documento de Arrecadação de Receitas Federais
Vencimento [DATE] valor total [MONEY]
Contribuição previdenciária CONTRPREV",DCTFWEB,GuiaPagamento,synthetic
"Código de pagamento 2100
Autenticação bancária 00000.00000 11111.111111 22222.222222
INSS Guia da Previdência Social GPS
Vencimento [DATE] valor total [MONEY]
Ministério da Previdência Social
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Pedido de compra ordem 4521
Quantidade 10 unidades descrição material de escritório
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Contribuição previdenciária CONTRPREV
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais",DCTFWEB,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Guia de Arrecadação
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Quantidade 10 unidades descrição material de escritório
Vencimento [DATE] valor total [MONEY]
Pedido de compra ordem 4521
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",FGTSDigital,GuiaPagamento,synthetic
"Competência da guia FGTS Digital
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Fundo de Garantia do Tempo de Serviço
Identificação do sujeito passivo [CNPJ]
GFD - Guia do FGTS Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234",FGTSDigital,GuiaPagamento,synthetic
"Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Declaro ter recebido a importância líquida
Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]",Contracheque,Recibo,synthetic
"Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação - GA
Vencimento [DATE] valor total [MONEY]
Guia de Arrecadação
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Presentes os sócios na sede da sociedade
Ata de reunião pauta 1 aprovação das contas
1dentificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Competência da guia FGTS Digital
Vencimento [DATE] valor total [MONEY]
Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Período de apuração [DATE] a [DATE]",FGTSDigital,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Ministério da Previdência Social
INSS Guia da Previdência Social GPS
Código de barras 85640000001234567890123456789012345678901234
Código de pagamento 2100
Vencimento [DATE] valor total [MONEY]",GuiaGPS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Estado do Rio Grande Do Sul
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
5istema Púb1ico de Escrituração Digita1 5PED
EFD 1CM5 1P1 número do recibo
Código de barras 85640000001234567890123456789012345678901234
1dentificação do sujeito passivo [CNPJ]
Recibo de entrega de Escrituração Fisca1 Digita1",SPEDFiscal,Recibo,synthetic
"Guia de Arrecadação
Guia de Arrecadação - GA
Estado do Rio Grande Do Sul
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",GARS,GuiaPagamento,synthetic
"Programa Gerador do DA5
Receita Federa1 do Brasi1 DA5
Documento de Arrecadação do 5imp1es Naciona1
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Declaro ter recebido a importância líquida
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Adiantamento Salarial
Adiantamento
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Declaro ter recebido a importância líquida
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234",Contracheque,Recibo,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Adiantamento Salarial
Declaro ter recebido a importância líquida
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"INSS Guia da Previdência Social GPS
Ministério da Previdência Social
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Código de pagamento 2100
Vencimento [DATE] valor total [MONEY]",GuiaGPS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Demonstração de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Código de barras 85640000001234567890123456789012345678901234
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Receita Federal do Brasil DAS
Documento de Arrecadação do Simples Nacional
Período de apuração [DATE] a [DATE]",SimplesNacional,GuiaPagamento,synthetic
"Ministério da Fazenda Secretaria da Receita Federal do Brasil
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
IRRF - Rendimento do trabalho assalariado DCTFWeb
Contribuição previdenciária CONTRPREV",DCTFWEB,GuiaPagamento,synthetic
"Declaro ter recebido a importância líquida
Adiantamento Salarial
Adiantamento
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]",Contracheque,Recibo,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Bo1eto de contribuição assistencia1
5indicato dos empregados contribuição confederativa
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Período de apuração [DATE] a [DATE]",BoletoSindicato,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Adiantamento Salarial
Código de barras 85640000001234567890123456789012345678901234
Declaro ter recebido a importância líquida
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sindicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial",BoletoSindicato,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço",FGTSDigital,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Contribuição previdenciária CONTRPREV
Identificação do sujeito passivo [CNPJ]
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais",DCTFWEB,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Boleto de contribuição assistencial
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Recibo de entrega de Escrituração Fiscal Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sistema Público de Escrituração Digital SPED
EFD ICMS IPI número do recibo
Vencimento [DATE] valor total [MONEY]",SPEDFiscal,Recibo,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Programa Gerador do DAS
Receita Federal do Brasil DAS
Documento de Arrecadação do Simples Nacional
Autenticação bancária 00000.00000 11111.111111 22222.222222",SimplesNacional,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Fundo de Garantia do Tempo de Serviço
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Competência da guia FGTS Digital
GFD - Guia do FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Guia de Arrecadação
Guia de Arrecadação - GA
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]",GARS,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo
Vencimento [DATE] valor total [MONEY]
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Ata de reunião pauta 1 aprovação das contas
Presentes os sócios na sede da sociedade
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"DARF código da receita 2089
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação de Receitas Federais
Identificação do sujeito passivo [CNPJ]",DARF,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Fundo de Garantia do Tempo de Serviço
Competência da guia FGTS Digital
GFD - Guia do FGTS Digital
Vencimento [DATE] valor total [MONEY]",FGTSDigital,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
EFD ICMS IPI número do recibo
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Recibo de entrega de Escrituração Fiscal Digital",SPEDFiscal,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
IRRF - Rendimento do trabalho assalariado DCTFWeb
Autenticação bancária 00000.00000 11111.111111 22222.222222
Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
5indicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Bo1eto de contribuição assistencia1",BoletoSindicato,GuiaPagamento,synthetic
"Guia de recolhimento municipal
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
